geo_id;council_name;year;variable;value
S12000045;East Dunbartonshire;2012;Roads Needing Repairs;43.6
S12000045;East Dunbartonshire;2023;Roads Needing Repairs;33
S12000045;East Dunbartonshire;2021;Roads Needing Repairs;33
S12000045;East Dunbartonshire;2015;Roads Needing Repairs;39.2
S12000045;East Dunbartonshire;2016;Roads Needing Repairs;37.4
S12000045;East Dunbartonshire;2017;Roads Needing Repairs;35.2
S12000045;East Dunbartonshire;2020;Roads Needing Repairs;33.4
S12000045;East Dunbartonshire;2006;Roads Needing Repairs;44
S12000045;East Dunbartonshire;2008;Roads Needing Repairs;44.4
S12000047;Fife;2007;Roads Needing Repairs;35
S12000047;Fife;2017;Roads Needing Repairs;31.8
S12000047;Fife;2006;Roads Needing Repairs;58
S12000047;Fife;2021;Roads Needing Repairs;33
S12000047;Fife;2015;Roads Needing Repairs;32.6
S12000047;Fife;2020;Roads Needing Repairs;32.5
S12000047;Fife;2013;Roads Needing Repairs;33
S12000047;Fife;2019;Roads Needing Repairs;32.4
S12000047;Fife;2016;Roads Needing Repairs;32.6
S12000047;Fife;2011;Roads Needing Repairs;36.3
S12000047;Fife;2008;Roads Needing Repairs;32.8
S12000047;Fife;2009;Roads Needing Repairs;40.6
S12000047;Fife;2022;Roads Needing Repairs;32
S12000047;Fife;2018;Roads Needing Repairs;31.9
S12000047;Fife;2012;Roads Needing Repairs;34.1
S12000047;Fife;2014;Roads Needing Repairs;33
S12000047;Fife;2023;Roads Needing Repairs;32
S12000048;Perth and Kinross;2009;Roads Needing Repairs;32.5
S12000048;Perth and Kinross;2023;Roads Needing Repairs;33
S12000048;Perth and Kinross;2008;Roads Needing Repairs;32.1
S12000048;Perth and Kinross;2017;Roads Needing Repairs;37.2
S12000048;Perth and Kinross;2018;Roads Needing Repairs;35.9
S12000048;Perth and Kinross;2012;Roads Needing Repairs;35.3
S12000048;Perth and Kinross;2006;Roads Needing Repairs;46
S12000048;Perth and Kinross;2019;Roads Needing Repairs;37
S12000048;Perth and Kinross;2007;Roads Needing Repairs;36
S12000048;Perth and Kinross;2011;Roads Needing Repairs;34.3
S12000048;Perth and Kinross;2013;Roads Needing Repairs;35.4
S12000048;Perth and Kinross;2014;Roads Needing Repairs;35.4
S12000048;Perth and Kinross;2016;Roads Needing Repairs;37.2
S12000048;Perth and Kinross;2015;Roads Needing Repairs;34.3
S12000048;Perth and Kinross;2021;Roads Needing Repairs;31
S12000048;Perth and Kinross;2020;Roads Needing Repairs;34.9
S12000048;Perth and Kinross;2022;Roads Needing Repairs;31
S12000049;Glasgow City;2021;Roads Needing Repairs;28
S12000049;Glasgow City;2013;Roads Needing Repairs;33
S12000049;Glasgow City;2016;Roads Needing Repairs;30.8
S12000049;Glasgow City;2014;Roads Needing Repairs;33
S12000049;Glasgow City;2022;Roads Needing Repairs;28
S12000049;Glasgow City;2015;Roads Needing Repairs;32.1
S12000049;Glasgow City;2008;Roads Needing Repairs;25.5
S12000049;Glasgow City;2018;Roads Needing Repairs;29.3
S12000049;Glasgow City;2006;Roads Needing Repairs;60
S12000049;Glasgow City;2019;Roads Needing Repairs;28.9
S12000049;Glasgow City;2011;Roads Needing Repairs;30.9
S12000049;Glasgow City;2009;Roads Needing Repairs;29.7
S12000049;Glasgow City;2020;Roads Needing Repairs;29.5
S12000049;Glasgow City;2023;Roads Needing Repairs;30
S12000049;Glasgow City;2017;Roads Needing Repairs;30.6
S12000049;Glasgow City;2007;Roads Needing Repairs;25
S12000049;Glasgow City;2012;Roads Needing Repairs;32.4
S12000050;North Lanarkshire;2008;Roads Needing Repairs;32.6
S12000050;North Lanarkshire;2016;Roads Needing Repairs;31.8
S12000050;North Lanarkshire;2017;Roads Needing Repairs;32.8
S12000050;North Lanarkshire;2006;Roads Needing Repairs;48
S12000050;North Lanarkshire;2012;Roads Needing Repairs;32
S12000050;North Lanarkshire;2015;Roads Needing Repairs;33.3
S12000050;North Lanarkshire;2014;Roads Needing Repairs;31.8
S12000050;North Lanarkshire;2013;Roads Needing Repairs;31.8
S12000050;North Lanarkshire;2020;Roads Needing Repairs;31.8
S12000050;North Lanarkshire;2009;Roads Needing Repairs;32.4
S12000050;North Lanarkshire;2021;Roads Needing Repairs;29
S12000050;North Lanarkshire;2023;Roads Needing Repairs;32
S12000050;North Lanarkshire;2022;Roads Needing Repairs;32
S12000050;North Lanarkshire;2011;Roads Needing Repairs;31.8
S12000050;North Lanarkshire;2019;Roads Needing Repairs;30.7
S12000050;North Lanarkshire;2018;Roads Needing Repairs;30.5
S12000050;North Lanarkshire;2007;Roads Needing Repairs;34
