school_code,school_name,local_authority,sector,governance,pupils,longitude,latitude
6762307,UPPER RHYMNEY PRIMARY SCHOOL,Caerphilly,Primary,Community,144.0,-3.2904422667723954,51.76592651429881
6762309,Ysgol Y Lawnt,Caerphilly,Primary,Community,191.0,-3.286641761213246,51.75917054574106
6762310,Bryn Awel Primary School,Caerphilly,Primary,Community,136.0,-3.277035410344746,51.756092313172225
6762313,Ysgol Gymraeg Trelyn,Caerphilly,Primary,Foundation,208.0,-3.2232329574668577,51.66892457479947
6762316,PHILLIPSTOWN PRIMARY SCHOOL,Caerphilly,Primary,Community,148.0,-3.240506820088328,51.72423980088262
6762322,MAESYCWMMER PRIMARY SCHOOL,Caerphilly,Primary,Community,142.0,-3.2211769151110414,51.64355343890773
6762323,Bedwas Junior,Caerphilly,Primary,Community,156.0,-3.1989676405707206,51.590551308035266
6762326,Machen Primary School,Caerphilly,Primary,Community,166.0,-3.143093504949677,51.595946445732615
6762328,Graig-y-Rhacca Primary and Nursery Community,Caerphilly,Primary,Community,105.0,-3.168804917182063,51.59365205134389
6762335,Bedwas Infants,Caerphilly,Primary,Community,163.0,-3.2012595651118074,51.592613958958125
6762338,HENDREDENNY PARK PRIMARY,Caerphilly,Primary,Community,266.0,-3.246928576190568,51.580232401615945
6762347,CWMABER INFANTS SCHOOL,Caerphilly,Primary,Community,105.0,-3.2691082540093905,51.59981258314704
6762368,YSGOL GYMRAEG BRO ALLTA,Caerphilly,Primary,Community,282.0,-3.239012362638549,51.64147829390643
6762370,Cwmfelinfach Primary,Caerphilly,Primary,Community,203.0,-3.17979418640961,51.61883582983926
6762373,YSGOL GYMRAEG CWM GWYDDON,Caerphilly,Primary,Community,275.0,-3.1333069009142838,51.64760863773648
6762374,Y G G  Y Castell,Caerphilly,Primary,Community,419.0,-3.2247816424961613,51.57470281886235
6762376,Cwrt Rawlin Primary School,Caerphilly,Primary,Community,361.0,-3.2414180728272375,51.569981614315566
6762377,Cefn Fforest Primary,Caerphilly,Primary,Community,284.0,-3.2111141363203943,51.67243268046886
6762378,PENLLWYN PRIMARY,Caerphilly,Primary,Community,142.0,-3.2002291769378326,51.65589925480697
6762379,Blackwood Primary,Caerphilly,Primary,Community,372.0,-3.202020259294733,51.66622135174728
6762380,GLYN-GAER PRIMARY SCHOOL,Caerphilly,Primary,Community,212.0,-3.245566260886705,51.664940256953145
6762381,Park Primary,Caerphilly,Primary,Community,128.0,-3.2332307429291323,51.686164927848864
6762382,Aberbargoed Primary School,Caerphilly,Primary,Community,215.0,-3.225472318584657,51.692953911308436
6762383,Trinant Primary,Caerphilly,Primary,Community,181.0,-3.147010482201203,51.698610846811825
6762384,Ty Sign Primary School,Caerphilly,Primary,Community,425.0,-3.092828697337909,51.609993743174186
6762385,Tyn-Y-Wern Primary,Caerphilly,Primary,Community,233.0,-3.184857192637414,51.59250197650636
6762386,Twyn Primary,Caerphilly,Primary,Community,414.0,-3.215212400115065,51.57450469173375
6762387,White Rose Primary School,Caerphilly,Primary,Community,231.0,-3.2346348687981115,51.71755795496505
6762388,Ysgol Bro Sannan,Caerphilly,Primary,Community,118.0,-3.218904748452265,51.68975829201458
6762389,Plasyfelin Primary School,Caerphilly,Primary,Community,291.0,-3.224819898558107,51.58202921514106
6762390,St James Primary School,Caerphilly,Primary,Community,271.0,-3.2012328413056506,51.58175216457617
6762391,St Gwladys Bargoed School,Caerphilly,Primary,Community,438.0,-3.231373937131021,51.69237066741466
6762392,Rhiw syr Dafydd Primary School,Caerphilly,Primary,Community,602.0,-3.174427038469512,51.68002399526935
6762393,Ystrad Mynach Primary,Caerphilly,Primary,Community,447.0,-3.239325811996532,51.641843646053026
6762394,Ysgol Gynradd Gymraeg Cwm Derwen,Caerphilly,Primary,Community,165.0,-3.1790433474287676,51.68067009246229
6762395,Ysgol Penalltau,Caerphilly,Primary,Community,247.0,-3.2439638814155214,51.6555339391442
6763310,St Helens RC Primary,Caerphilly,Primary,Voluntary aided,224.0,-3.2031405972262603,51.58021300604832
6764031,Newbridge School,Caerphilly,Secondary,Community,1010.0,-3.140808406495664,51.664880841442574
6764046,Blackwood Comprehensive School,Caerphilly,Secondary,Community,957.0,-3.2037014190960913,51.671275425689295
6764065,St Cenydd School,Caerphilly,Secondary,Community,971.0,-3.2421289557014688,51.58099366341385
6764068,Risca Community Comprehensive,Caerphilly,Secondary,Community,618.0,-3.0705164723895026,51.605694562187125
6764070,St Martin's School,Caerphilly,Secondary,Community,1030.0,-3.2209285924047864,51.569185135964936
6764073,HEOLDDU COMPREHENSIVE SCHOOL,Caerphilly,Secondary,Community,724.0,-3.2445306503224374,51.68834758849571
6764075,Lewis School Pengam,Caerphilly,Secondary,Community,645.0,-3.224281704977844,51.672959897311934
6764093,Bedwas High School,Caerphilly,Secondary,Community,666.0,-3.192287131509439,51.59122182418415
6764103,Ysgol Gyfun Cwm Rhymni,Caerphilly,Secondary,Community,1785.0,-3.215954825982896,51.66065589476076
6764104,Islwyn High School,Caerphilly,Secondary,Community,1047.0,-3.1770648167623077,51.68413373079473
6765500,Idris Davies School 3 to 18,Caerphilly,Middle,Community,812.0,-3.2709513668452117,51.74356590865048
6772067,Bryn Bach Primary School,Blaenau Gwent,Primary,Community,233.0,-3.2618576132291928,51.7862523767309
6772070,Glanhowy Primary School,Blaenau Gwent,Primary,Community,282.0,-3.246830615151028,51.78300351683467
6772072,Deighton Junior and Infants,Blaenau Gwent,Primary,Community,238.0,-3.2486535050854903,51.78064295088767
6772074,Georgetown Junior and Infants,Blaenau Gwent,Primary,Community,430.0,-3.2355454086881417,51.76667448833809
6772179,SOFRYDD PRIMARY,Blaenau Gwent,Primary,Community,152.0,-3.135066331085314,51.68341297146096
6772253,Cwm Primary School,Blaenau Gwent,Primary,Community,229.0,-3.1878241188106013,51.7444756143101
6772277,Beaufort Hill Primary,Blaenau Gwent,Primary,Community,249.0,-3.196219303974007,51.79688967688302
6772278,Willowtown Primary School,Blaenau Gwent,Primary,Community,483.0,-3.2151533355433166,51.78132164007892
6772306,Blaen-y-Cwm Primary School,Blaenau Gwent,Primary,Community,274.0,-3.1731355545546944,51.7954925287328
6772307,Ysgol Gymraeg Brohelyg,Blaenau Gwent,Primary,Community,341.0,-3.1689873212026134,51.77715854772945
6772309,GLYNCOED PRIMARY,Blaenau Gwent,Primary,Community,372.0,-3.21134870137795,51.79210817443368
6772310,Rhos y Fedwen,Blaenau Gwent,Primary,Community,123.0,-3.223156931127558,51.7996692974891
6772311,Ystruth Primary,Blaenau Gwent,Primary,Community,330.0,-3.1543377884145345,51.76706340841203
6772312,St. Illtyd's Primary School,Blaenau Gwent,Primary,Community,178.0,-3.1335663745069526,51.699574528874486
6772313,Coed y Garn Primary School,Blaenau Gwent,Primary,Community,166.0,-3.1635501707067193,51.776636418345724
6773308,ST MARY'S ROMAN CATHOLIC,Blaenau Gwent,Primary,Community,201.0,-3.172731277825197,51.79709101627962
6773309,St. MARY'S CHURCH SCHOOL,Blaenau Gwent,Primary,Voluntary aided,237.0,-3.1716300511879143,51.80322696763507
6773315,All Saints R.C. Primary School,Blaenau Gwent,Primary,Community,210.0,-3.2227486822942644,51.778453161451544
6773316,St. Joseph's R.C. Primary,Blaenau Gwent,Primary,Community,103.0,-3.2574677130675194,51.78540584556177
6774061,Tredegar Comprehensive School,Blaenau Gwent,Secondary,Community,746.0,-3.241665071136488,51.76600296967315
6775401,Brynmawr Foundation School,Blaenau Gwent,Secondary,Foundation,569.0,-3.1668112178630543,51.805710585326906
6775500,Ebbw Fawr Learning Community,Blaenau Gwent,Middle,Community,1406.0,-3.2031862179033928,51.77598925561302
6775501,Abertillery Learning Community,Blaenau Gwent,Middle,Community,1608.0,-3.1322335689686516,51.73498031532602
6782203,Llanyrafon Primary School,Torfaen,Primary,Community,380.0,-3.0082448165299347,51.64908197248409
6782204,Maendy Junior and Infants,Torfaen,Primary,Community,248.0,-3.024829377963188,51.65831656702882
6782205,Llantarnam Community Primary School,Torfaen,Primary,Community,371.0,-3.007560819391905,51.6350463500991
6782211,Pontnewydd Primary & Nursery,Torfaen,Primary,Community,372.0,-3.0331793862734875,51.661228582227345
6782249,Greenmeadow Primary,Torfaen,Primary,Community,190.0,-3.0540990242848767,51.64998300228233
6782298,Cwmffrwdoer Primary,Torfaen,Primary,Community,220.0,-3.065994043185351,51.71091020115786
6782308,George Street Primary School,Torfaen,Primary,Community,409.0,-3.046846581049714,51.70567591343889
6782312,Ysgol Gymraeg Cwmbran Primary,Torfaen,Primary,Community,288.0,-3.0342333290904455,51.645551234744076
6782315,Garnteg Primary,Torfaen,Primary,Community,384.0,-3.0643826617219525,51.73597507360474
6782318,YSGOL BRYN ONNEN,Torfaen,Primary,Community,174.0,-3.06420941448866,51.74585824955282
6782319,Woodlands Community Primary School,Torfaen,Primary,Community,326.0,-3.0474864563961734,51.662216769519056
6782320,New Inn Primary School,Torfaen,Primary,Community,566.0,-3.004216008811829,51.69257781362276
6782321,Griffithstown Primary School,Torfaen,Primary,Community,378.0,-3.0249798310175953,51.682916083903876
6782322,Penygarn Community Primary School,Torfaen,Primary,Community,368.0,-3.0343045353030402,51.70997966315468
6782323,Blenheim Road Community Primary School,Torfaen,Primary,Community,273.0,-3.0408582809777474,51.647435225213215
6782324,Coed Eva Primary School,Torfaen,Primary,Community,458.0,-3.046693420758055,51.6404777190465
6782325,Croesyceiliog Primary School,Torfaen,Primary,Community,381.0,-3.0081632135795897,51.662573404291805
6782326,Nant Celyn Primary School,Torfaen,Primary,Community,442.0,-3.038920017593741,51.64236271037604
6782327,Ysgol Panteg,Torfaen,Primary,Community,409.0,-3.019289522626916,51.67978387487222
6783028,Blaenavon Heritage VC Primary School,Torfaen,Primary,Voluntary controlled,472.0,-3.0773856233711365,51.77371753413153
6783321,Cwmbran R.C. Jnr. & Infts.,Torfaen,Primary,Voluntary aided,209.0,-3.022735795097847,51.64880377347911
6783324,St. Davids Cwmbran R.C. School,Torfaen,Primary,Voluntary aided,232.0,-3.0199304477959235,51.662908946229805
6783330,Henllys Church in Wales,Torfaen,Primary,Voluntary aided,169.0,-3.0581797598971825,51.64211461782767
6783331,Padre Pio RC Primary School,Torfaen,Primary,Voluntary aided,183.0,-3.048745786972706,51.70363219818477
6783332,PONTHIR CHURCH IN WALES SCHOOL,Torfaen,Primary,Voluntary aided,101.0,-2.9782568455921377,51.63180216172256
6784051,Croesyceiliog School,Torfaen,Secondary,Community,1185.0,-3.0062166651060065,51.65539336562116
6784070,Abersychan Comprehensive,Torfaen,Secondary,Community,739.0,-3.060659521738446,51.7278713798153
6784072,West Monmouth School,Torfaen,Secondary,Community,1149.0,-3.0376726235814964,51.69651666966819
6784076,Cwmbran High School,Torfaen,Secondary,Community,1145.0,-3.0513873692153775,51.64773244742101
6784603,St. Albans R.C. High School,Torfaen,Secondary,Voluntary aided,824.0,-3.0388734066530723,51.70282707704921
6785500,Ysgol Gymraeg Gwynllyw,Torfaen,Middle,Community,808.0,-3.0368370540968987,51.71502852885671
6792057,Gilwern Primary School,Monmouthshire,Primary,Community,213.0,-3.091103033254341,51.8297621181223
6792134,Goytre Fawr Primary,Monmouthshire,Primary,Community,182.0,-2.9825846456633185,51.73503322705292
6792163,Undy Primary School,Monmouthshire,Primary,Community,417.0,-2.8219636984488035,51.580301387182026
6792164,ROGIET COUNTY PRIMARY,Monmouthshire,Primary,Community,198.0,-2.780678856957676,51.5864594851623
6792228,Pembroke Primary,Monmouthshire,Primary,Community,262.0,-2.6774595254575737,51.63132235854374
6792243,LLANVIHANGEL CRUCORNEY COUNTY PRIMARY SCHOOL,Monmouthshire,Primary,Community,67.0,-2.9702138094436537,51.88612673036381
6792246,Thornwell Primary School,Monmouthshire,Primary,Community,254.0,-2.6693749813289154,51.62505839298599
6792261,Durand Primary School,Monmouthshire,Primary,Community,229.0,-2.7511853126267902,51.58648548650367
6792263,Llandogo Primary,Monmouthshire,Primary,Community,64.0,-2.68666660211583,51.73527426801325
6792299,Shirenewton Primary School,Monmouthshire,Primary,Community,197.0,-2.7532625926071246,51.64276448973376
6792301,Trellech Junior & Infants,Monmouthshire,Primary,Community,169.0,-2.724400794773167,51.74754649173312
6792303,The Dell Primary,Monmouthshire,Primary,Community,398.0,-2.6792495932365865,51.643309233646356
6792304,Overmonnow Primary School,Monmouthshire,Primary,Community,337.0,-2.7267969316161045,51.81033425687628
6792305,Cross Ash County Primary School,Monmouthshire,Primary,Community,166.0,-2.8649408056352983,51.875006300423856
6792317,Ysgol Gymraeg Y Fenni,Monmouthshire,Primary,Community,271.0,-3.008955032145979,51.8347903961981
6792318,YSGOL GYMRAEG Y FFIN,Monmouthshire,Primary,Voluntary controlled,157.0,-2.7577846425414023,51.595820918667236
6792319,Cantref Primary,Monmouthshire,Primary,Community,235.0,-3.0266109383410407,51.82743689696059
6792321,KYMIN VIEW PRIMARY SCHOOL,Monmouthshire,Primary,Community,145.0,-2.699839534804012,51.80600747382383
6792322,Castle Park Primary School,Monmouthshire,Primary,Community,186.0,-2.749167304906702,51.59344935718105
6792323,Llanfoist Fawr Primary,Monmouthshire,Primary,Community,209.0,-3.0284605893683976,51.8111844012003
6792324,Dewstow,Monmouthshire,Primary,Community,204.0,-2.7590583519160563,51.59247648106037
6793004,Llantilio Pertholey CV Primary,Monmouthshire,Primary,Voluntary controlled,203.0,-3.0094871572566086,51.84004887053516
6793022,Usk Primary School,Monmouthshire,Primary,Voluntary controlled,261.0,-2.897749222894091,51.70532169517609
6793031,Raglan Primary,Monmouthshire,Primary,Voluntary controlled,165.0,-2.848877730649781,51.763898179735335
6793032,Osbaston Church in Wales School,Monmouthshire,Primary,Voluntary controlled,197.0,-2.7176859857756437,51.81944611306118
6793310,Magor V A Primary School,Monmouthshire,Primary,Voluntary aided,290.0,-2.8287881193041624,51.58000125738808
6793317,Our Lady & St Michael's RC,Monmouthshire,Primary,Voluntary aided,203.0,-3.0219683878298786,51.826517069836775
6793326,ST MARY'S R.C.P.SCHOOL,Monmouthshire,Primary,Voluntary aided,117.0,-2.6787860779010764,51.63549839409736
6793327,ARCHBISHOP ROWAN WILLIAMS VA,Monmouthshire,Primary,Voluntary aided,210.0,-2.725534880565577,51.591844698432695
6794060,Monmouth Comprehensive School,Monmouthshire,Secondary,Community,1696.0,-2.7093763400181463,51.814966901590886
6794065,Chepstow Comprehensive School,Monmouthshire,Secondary,Voluntary aided,860.0,-2.683920563392524,51.64710300255377
6794066,Caldicot School,Monmouthshire,Secondary,Community,1247.0,-2.751134198061432,51.589520446171434
6802003,Clytha Primary School,Newport,Primary,Community,238.0,-3.0113402496887978,51.58487328665647
6802004,Crindau Primary School,Newport,Primary,Community,367.0,-2.9963544314668753,51.5992082680524
6802009,Eveswell Primary School,Newport,Primary,Community,486.0,-2.97333693374677,51.589600576334114
6802017,Maesglas Primary & Nursery,Newport,Primary,Community,294.0,-3.010667475690281,51.56691373895845
6802019,Maindee Primary,Newport,Primary,Community,542.0,-2.9866094817993663,51.58725081716865
6802022,Malpas Court Primary,Newport,Primary,Community,232.0,-3.0120397885785604,51.617641735033196
6802027,St. Woolos Primary,Newport,Primary,Community,349.0,-2.9973400337676845,51.58488521875943
6802030,Somerton Primary,Newport,Primary,Community,182.0,-2.959514393861704,51.58715180697979
6802039,Glasllwch Primary School,Newport,Primary,Community,229.0,-3.028037428999372,51.58221052085053
6802043,Malpas Park Jnr & Infts.,Newport,Primary,Community,239.0,-3.0064788804819993,51.61707974227867
6802209,Langstone Primary School,Newport,Primary,Community,346.0,-2.8931545937542706,51.61259128399174
6802224,Llanmartin Junior & Infants,Newport,Primary,Community,121.0,-2.894437034625487,51.59407689977425
6802236,Marshfield Primary School,Newport,Primary,Community,444.0,-3.0763324949524318,51.54019969480732
6802258,Mount Pleasant Primary,Newport,Primary,Community,265.0,-3.048060546765812,51.59434297674221
6802276,Rogerstone Primary,Newport,Primary,Community,477.0,-3.0497279096840892,51.58651431461455
6802295,HIGH CROSS PRIMARY SCHOOL,Newport,Primary,Community,257.0,-3.0385145241554437,51.58659610992839
6802300,Pentrepoeth Primary,Newport,Primary,Community,456.0,-3.0602007199663275,51.577563346610624
6802302,Pillgwenlly Primary School,Newport,Primary,Community,656.0,-2.9926424570139574,51.577611788187255
6802314,Ysgol Gymraeg Casnewydd,Newport,Primary,Community,355.0,-2.9346885635428333,51.58508630137265
6802315,Alway Primary School,Newport,Primary,Community,395.0,-2.9524888815731645,51.585959211159384
6802316,RINGLAND PRIMARY,Newport,Primary,Community,211.0,-2.9381439740380606,51.58887116545545
6802317,Millbrook Primary,Newport,Primary,Community,265.0,-3.018470842777164,51.611993324881084
6802318,Monnow Primary,Newport,Primary,Community,387.0,-3.0327453386151006,51.60906319884608
6802319,Glan Usk Primary,Newport,Primary,Community,678.0,-2.987190149808614,51.600963731864
6802320,Ysgol Gymraeg Ifor Hael,Newport,Primary,Community,193.0,-3.0169167952809404,51.611602177596616
6802321,Lliswerry Primary School,Newport,Primary,Community,621.0,-2.9579169676565424,51.579144332803786
6802322,St. Julians Primary School,Newport,Primary,Community,700.0,-2.9647039760732246,51.59977843385832
6802323,Ysgol Gymraeg Bro Teyrnon,Newport,Primary,Community,212.0,-3.0004229005187457,51.606951403862524
6802324,Caerleon Lodge Hill Primary,Newport,Primary,Community,317.0,-2.969328664641427,51.616521330140245
6802325,St Andrews Primary School,Newport,Primary,Community,737.0,-2.971089327500982,51.58090595342964
6802326,Gaer Primary School,Newport,Primary,Community,477.0,-3.0165643671671187,51.576625232105
6802327,Tredegar Park Primary,Newport,Primary,Community,455.0,-3.017972403761718,51.562656951318715
6802328,Jubilee Park Primary School,Newport,Primary,Community,364.0,-3.0572135422990154,51.583256052235896
6802329,Milton Primary School,Newport,Primary,Community,469.0,-2.929300018356947,51.59601531264851
6802330,Glan Llyn Primary School,Newport,Primary,Community,459.0,-2.935926539548878,51.57761456566235
6802331,Ysgol Gymraeg Nant Gwenlli,Newport,Primary,Community,40.0,-2.967786764377163,51.61677655701169
6803002,Malpas Church in Wales Primary School,Newport,Primary,Voluntary controlled,282.0,-3.001955470866265,51.60982382721018
6803300,St. Davids Primary,Newport,Primary,Voluntary aided,215.0,-3.019439715738732,51.56949938020584
6803301,St Josephs R.C. Jnr. & Infts,Newport,Primary,Voluntary aided,206.0,-2.9790406913465897,51.59237649563256
6803302,St Marys Primary School,Newport,Primary,Voluntary aided,413.0,-3.0012115516210796,51.59196949052311
6803304,St Michael's RC Primary School,Newport,Primary,Voluntary aided,250.0,-2.9933199434047646,51.57394950891873
6803305,St Patricks R.C. Primary,Newport,Primary,Voluntary aided,240.0,-2.966625854617085,51.58421612096819
6803306,St. Gabriel's R.C.,Newport,Primary,Voluntary aided,211.0,-2.938613314940941,51.5920324548063
6803313,Charles Williams Church In Wales Primary School,Newport,Primary,Voluntary aided,515.0,-2.9572211260994328,51.610391875378085
6804003,St Julian's School,Newport,Secondary,Community,1426.0,-2.976452778212712,51.60054688663882
6804020,The John Frost School,Newport,Secondary,Community,1405.0,-3.012438140600182,51.55829342983658
6804021,Llanwern High School,Newport,Secondary,Community,1101.0,-2.931916531833066,51.58609086220829
6804025,Newport High School,Newport,Secondary,Community,1097.0,-3.0148618250930035,51.60688138300294
6804026,Lliswerry High School,Newport,Secondary,Community,1079.0,-2.952937949511246,51.571550982822984
6804030,Bassaleg School,Newport,Secondary,Community,1871.0,-3.0461529277201147,51.575583407154085
6804059,Caerleon Comprehensive School,Newport,Secondary,Community,1471.0,-2.9613567555841316,51.61014623053521
6804060,Ysgol Gyfun Gwent Is Coed,Newport,Secondary,Community,537.0,-3.014203444591609,51.55910218027671
6804602,St Joseph's RC High School,Newport,Secondary,Voluntary aided,1457.0,-3.023864987139898,51.55710626179787
6812001,MILLBANK PRIMARY SCHOOL,Cardiff,Primary,Community,251.0,-3.2310517700707826,51.4829370393691
6812003,ADAMSDOWN PRIMARY,Cardiff,Primary,Community,373.0,-3.159729632686197,51.48383508529418
6812005,ALBANY PRIMARY SCHOOL,Cardiff,Primary,Community,411.0,-3.1680516455241468,51.49332884355897
6812009,BADEN POWELL PRIMARY SCHOOL,Cardiff,Primary,Community,292.0,-3.1418270323612116,51.48493697086141
6812011,BIRCHGROVE PRIMARY SCHOOL,Cardiff,Primary,Community,369.0,-3.2009076820286686,51.51081888149393
6812015,TRELAI PRIMARY SCHOOL,Cardiff,Primary,Community,329.0,-3.2335937538168253,51.47680477920033
6812017,FAIRWATER PRIMARY SCHOOL,Cardiff,Primary,Community,159.0,-3.245726291427785,51.48872572150049
6812019,GABALFA PRIMARY,Cardiff,Primary,Community,237.0,-3.2162165426577896,51.50040196836243
6812031,Kitchener Primary School,Cardiff,Primary,Community,449.0,-3.200149357834036,51.47867156152118
6812033,LANSDOWNE PRIMARY SCHOOL,Cardiff,Primary,Community,315.0,-3.2142102194174376,51.4816200069391
6812037,MOORLAND PRIMARY,Cardiff,Primary,Community,400.0,-3.146874388033252,51.47994998763263
6812039,Radnor Primary School,Cardiff,Primary,Community,226.0,-3.208047531387533,51.484381250859755
6812041,RHYDYPENAU PRIMARY SCHOOL,Cardiff,Primary,Community,488.0,-3.1766502262124865,51.522367559773194
6812043,ROATH PARK PRIMARY SCHOOL,Cardiff,Primary,Community,451.0,-3.170092587363585,51.49765157721339
6812045,GREENWAY PRIMARY SCHOOL,Cardiff,Primary,Community,245.0,-3.1224357568703116,51.50931230709272
6812050,STACEY PRIMARY SCHOOL,Cardiff,Primary,Community,204.0,-3.1543242164154712,51.490488478317225
6812052,TON-YR-YWEN PRIMARY SCHOOL,Cardiff,Primary,Community,454.0,-3.191108184426555,51.52018945063327
6812061,PETER LEA PRIMARY SCHOOL,Cardiff,Primary,Community,303.0,-3.24260984650537,51.49700440850544
6812065,BRYN HAFOD PRIMARY SCHOOL,Cardiff,Primary,Community,367.0,-3.1294624740401873,51.51725656478294
6812069,Pen-Y-Bryn Primary School,Cardiff,Primary,Community,246.0,-3.1161968770230812,51.52348002603387
6812072,COED GLAS C P SCHOOL,Cardiff,Primary,Community,474.0,-3.185409912068487,51.52776438076595
6812074,LAKESIDE PRIMARY SCHOOL,Cardiff,Primary,Community,473.0,-3.1684712438192837,51.5125492991145
6812075,PENTREBANE PRIMARY SCHOOL,Cardiff,Primary,Community,199.0,-3.253536332489486,51.49410059950944
6812084,MOUNT STUART PRIMARY SCHOOL,Cardiff,Primary,Community,439.0,-3.1696211966161574,51.46347802098976
6812090,LLANISHEN FACH PRIMARY SCHOOL,Cardiff,Primary,Community,527.0,-3.2090433441215276,51.531263749527
6812092,RHIWBEINA PRIMARY SCHOOL,Cardiff,Primary,Community,687.0,-3.215874524384871,51.52468301348919
6812094,LLANEDEYRN PRIMARY SCHOOL,Cardiff,Primary,Community,229.0,-3.151057621677208,51.50833348994563
6812096,SPRINGWOOD PRIMARY SCHOOL,Cardiff,Primary,Community,300.0,-3.1576771337177476,51.514805407947826
6812101,NINIAN PARK PRIMARY SCHOOL,Cardiff,Primary,Community,566.0,-3.1949715152419267,51.4695436814932
6812104,CORYTON PRIMARY,Cardiff,Primary,Community,172.0,-3.2366831007902546,51.522325368373274
6812107,BRYN CELYN PRIMARY SCHOOL,Cardiff,Primary,Community,188.0,-3.1417183834628752,51.52468536291373
6812111,Y G G Gwaelod y Garth,Cardiff,Primary,Community,237.0,-3.2738074464015696,51.54379635449895
6812132,RADYR PRIMARY SCHOOL,Cardiff,Primary,Community,449.0,-3.2578656668859804,51.518970900004874
6812137,Tongwynlais Primary School,Cardiff,Primary,Community,189.0,-3.2492007657183586,51.5304562631363
6812147,LLYSFAEN PRIMARY SCHOOL,Cardiff,Primary,Community,467.0,-3.1742340754588145,51.542182814234465
6812153,BRYN DERI PRIMARY,Cardiff,Primary,Community,226.0,-3.261986575682014,51.5220558166609
6812164,OAKFIELD PRIMARY SCHOOL,Cardiff,Primary,Community,458.0,-3.107913246225459,51.52425993252331
6812166,YSGOL GYMRAEG MELIN GRUFFYDD,Cardiff,Primary,Community,456.0,-3.2171328701893183,51.514032555318806
6812169,Ysgol Y Wern,Cardiff,Primary,Community,673.0,-3.198292561910685,51.53206222696438
6812170,YSGOL GYMRAEG COED Y GOF,Cardiff,Primary,Community,188.0,-3.2544604544026488,51.49418063559689
6812171,YSGOL BRO EIRWG,Cardiff,Primary,Community,367.0,-3.1366509620153087,51.511917894866585
6812173,YSGOL TREGANNA,Cardiff,Primary,Community,659.0,-3.216733360217419,51.47941536947095
6812174,WILLOWBROOK PRIMARY SCHOOL,Cardiff,Primary,Community,422.0,-3.0900449881733,51.5220805084608
6812175,PENTYRCH PRIMARY,Cardiff,Primary,Community,177.0,-3.3007162123108884,51.528610414199626
6812176,THORNHILL PRIMARY SCHOOL,Cardiff,Primary,Community,434.0,-3.1916040053702153,51.54138720601304
6812177,YSGOL PENCAE,Cardiff,Primary,Community,207.0,-3.228340888455925,51.499420722918956
6812179,Meadowlane Primary School,Cardiff,Primary,Community,319.0,-3.0983592466729855,51.517785780738485
6812180,YSGOL MYNYDD BYCHAN,Cardiff,Primary,Community,258.0,-3.1888874737757464,51.501320310187815
6812305,CREIGIAU PRIMARY SCHOOL,Cardiff,Primary,Community,364.0,-3.3294147218634533,51.525015549687524
6812306,YSGOL GYMRAEG PWLL COCH,Cardiff,Primary,Community,315.0,-3.2110312945622663,51.475074379264925
6812308,Ysgol Y Berllan Deg,Cardiff,Primary,Community,396.0,-3.148578971249462,51.50889730510585
6812310,GLAN YR AFON PRIMARY SCHOOL,Cardiff,Primary,Community,133.0,-3.1302284269232907,51.52665463262895
6812311,Grangetown Primary School,Cardiff,Primary,Community,375.0,-3.183243194927517,51.46585905684967
6812312,Herbert Thompson Primary,Cardiff,Primary,Community,463.0,-3.2413891298720174,51.48441961614743
6812313,Ysgol Glan Morfa,Cardiff,Primary,Community,255.0,-3.1549064369187603,51.4779393188397
6812314,Ysgol Pen Y Pil,Cardiff,Primary,Community,175.0,-3.1089758881658307,51.51697551445825
6812315,Ysgol Gymraeg Nant Caerau,Cardiff,Primary,Community,231.0,-3.2532204218964953,51.471552112838786
6812317,Rumney Primary,Cardiff,Primary,Community,457.0,-3.1281730160450394,51.5063798618877
6812318,Windsor Clive Primary,Cardiff,Primary,Community,469.0,-3.2530958402656736,51.478558738464564
6812319,Severn Primary,Cardiff,Primary,Community,439.0,-3.1998422860114704,51.482180390144286
6812320,Hawthorn Primary,Cardiff,Primary,Community,209.0,-3.2268209358349687,51.50632768461006
6812321,Danescourt Primary,Cardiff,Primary,Community,433.0,-3.2388309815830443,51.503212861675394
6812322,Hywel Dda Primary School,Cardiff,Primary,Community,417.0,-3.2599270956927846,51.472496319652535
6812323,Ysgol Gynradd Gymraeg Pen-Y-Groes,Cardiff,Primary,Community,104.0,-3.1414484668080807,51.52454978582397
6812324,Trowbridge Primary,Cardiff,Primary,Community,188.0,-3.108866934607698,51.51427000748461
6812325,Ysgol Glan Ceubal,Cardiff,Primary,Community,207.0,-3.2164947515380753,51.50046724113182
6812326,Marlborough Primary,Cardiff,Primary,Community,492.0,-3.160504973453248,51.49508526303737
6812327,Pencaerau Primary,Cardiff,Primary,Community,232.0,-3.256804397580266,51.47203527965837
6812328,Glyncoed Primary,Cardiff,Primary,Community,285.0,-3.153558466874708,51.52462012745959
6812329,Whitchurch Primary,Cardiff,Primary,Community,677.0,-3.22101789615065,51.509496216802425
6812330,Pontprennau,Cardiff,Primary,Community,483.0,-3.1412480384543593,51.53670867452404
6812331,Howardian Primary School,Cardiff,Primary,Community,452.0,-3.1499515729846648,51.499836689718855
6812332,Ysgol Gynradd Gymraeg Hamadryad,Cardiff,Primary,Community,364.0,-3.193918360032677,51.469433560397455
