school_code;school_name;la_code;local_authority;sector;governance;postcode;pupils;geom
6762388;Ysgol Bro Sannan;676;Caerphilly;Primary;Community;CF81 9FN;118;POINT (315840 199704)
6762389;Plasyfelin Primary School;676;Caerphilly;Primary;Community;CF83 3FT;291;POINT (315230.24 187729.93)
6762390;St James Primary School;676;Caerphilly;Primary;Community;CF83 3GT;271;POINT (316864 187672)
6762391;St Gwladys Bargoed School;676;Caerphilly;Primary;Community;CF81 8RP;438;POINT (314983 200009)
6762392;Rhiw syr Dafydd Primary School;676;Caerphilly;Primary;Community;NP12 0NA;602;POINT (318897 198571)
6762393;Ystrad Mynach Primary;676;Caerphilly;Primary;Community;CF82 7AQ;447;POINT (314338 194399)
6762394;Ysgol Gynradd Gymraeg Cwm Derwen;676;Caerphilly;Primary;Community;NP12 0JL;165;POINT (318579 198648)
6762395;Ysgol Penalltau;676;Caerphilly;Primary;Community;CF82 6AP;247;POINT (314043 195927)
6763310;St Helens RC Primary;676;Caerphilly;Primary;Voluntary aided;CF83 1QH;224;POINT (316729 187503)
6764031;Newbridge School;676;Caerphilly;Secondary;Community;NP11 5FR;1010;POINT (321195 196850)
6764046;Blackwood Comprehensive School;676;Caerphilly;Secondary;Community;NP12 1ER;957;POINT (316857 197631)
6764065;St Cenydd School;676;Caerphilly;Secondary;Community;CF83 2RP;971;POINT (314029 187635)
6764068;Risca Community Comprehensive;676;Caerphilly;Secondary;Community;NP11 6YY;618;POINT (325960 190194)
6764070;St Martin's School;676;Caerphilly;Secondary;Community;CF83 1UW;1030;POINT (315476 186297)
6764073;HEOLDDU COMPREHENSIVE SCHOOL;676;Caerphilly;Secondary;Community;CF81 8XL;724;POINT (314066 199577)
6764075;Lewis School Pengam;676;Caerphilly;Secondary;Community;CF81 8LJ;645;POINT (315437 197842)
6764093;Bedwas High School;676;Caerphilly;Secondary;Community;CF83 8BJ;666;POINT (317501 188715)
6764103;Ysgol Gyfun Cwm Rhymni;676;Caerphilly;Secondary;Community;NP12 3JQ;1785;POINT (315990 196464)
6764104;Islwyn High School;676;Caerphilly;Secondary;Community;NP12 0NU;1047;POINT (318722 199031)
6765500;Idris Davies School 3 to 18;676;Caerphilly;Middle;Community;NP22 5XF;812;POINT (312346.65 205749.54)
6772067;Bryn Bach Primary School;677;Blaenau Gwent;Primary;Community;NP22 3RX;233;POINT (313056.64 210486.03)
6772070;Glanhowy Primary School;677;Blaenau Gwent;Primary;Community;NP22 4RW;282;POINT (314086.95 210106.87)
6772072;Deighton Junior and Infants;677;Blaenau Gwent;Primary;Community;NP22 3ES;238;POINT (313956.71 209846.49)
6772074;Georgetown Junior and Infants;677;Blaenau Gwent;Primary;Community;NP22 4LJ;430;POINT (314834.63 208277.57)
6772179;SOFRYDD PRIMARY;677;Blaenau Gwent;Primary;Community;NP11 5DW;152;POINT (321624.17 198904.86)
6772253;Cwm Primary School;677;Blaenau Gwent;Primary;Community;NP23 7RD;229;POINT (318087.44 205753.98)
6772277;Beaufort Hill Primary;677;Blaenau Gwent;Primary;Community;NP23 5QD;249;POINT (317603.48 211592.74)
6772278;Willowtown Primary School;677;Blaenau Gwent;Primary;Community;NP23 6NJ;483;POINT (316268.94 209882.92)
6772306;Blaen-y-Cwm Primary School;677;Blaenau Gwent;Primary;Community;NP23 4BR;274;POINT (319192.82 211411.48)
6772307;Ysgol Gymraeg Brohelyg;677;Blaenau Gwent;Primary;Community;NP13 3DQ;341;POINT (319446.19 209367.84)
6772309;GLYNCOED PRIMARY;677;Blaenau Gwent;Primary;Community;NP23 5UL;372;POINT (316551.33 211078.19)
6772310;Rhos y Fedwen;677;Blaenau Gwent;Primary;Community;NP23 5TA;123;POINT (315751.07 211932.71)
6772311;Ystruth Primary;677;Blaenau Gwent;Primary;Community;NP13 3XG;330;POINT (320439.08 208228.99)
6772312;St. Illtyd's Primary School;677;Blaenau Gwent;Primary;Community;NP13 2JT;178;POINT (321755.78 200700.66)
6772313;Coed y Garn Primary School;677;Blaenau Gwent;Primary;Community;NP13 3AH;166;POINT (319820.37 209303.77)
6773308;ST MARY'S ROMAN CATHOLIC;677;Blaenau Gwent;Primary;Community;NP23 4EF;201;POINT (319223.56 211588.81)
6773309;St. MARY'S CHURCH SCHOOL;677;Blaenau Gwent;Primary;Voluntary aided;NP23 4SF;237;POINT (319310.47 212270.01)
6773315;All Saints R.C. Primary School;677;Blaenau Gwent;Primary;Community;NP23 6QF;210;POINT (315739.64 209572.66)
6773316;St. Joseph's R.C. Primary;677;Blaenau Gwent;Primary;Community;NP22 3RU;103;POINT (313357.81 210386.65)
6774061;Tredegar Comprehensive School;677;Blaenau Gwent;Secondary;Community;NP22 4BH;746;POINT (314411.07 208210.06)
6775401;Brynmawr Foundation School;677;Blaenau Gwent;Secondary;Foundation;NP23 4XT;569;POINT (319647.15 212540.9)
6775500;Ebbw Fawr Learning Community;677;Blaenau Gwent;Middle;Community;NP23 6GL;1406;POINT (317084.68 209276.18)
6775501;Abertillery Learning Community;677;Blaenau Gwent;Middle;Community;NP13 1HN;1608;POINT (321908.99 204636.91)
6782203;Llanyrafon Primary School;678;Torfaen;Primary;Community;NP44 8HW;380;POINT (330339 194958)
6782204;Maendy Junior and Infants;678;Torfaen;Primary;Community;NP44 1NH;248;POINT (329206 196001)
6782205;Llantarnam Community Primary School;678;Torfaen;Primary;Community;NP44 3XB;371;POINT (330364.79 193396.37)
6782211;Pontnewydd Primary & Nursery;678;Torfaen;Primary;Community;NP44 1JW;372;POINT (328633 196333)
6782249;Greenmeadow Primary;678;Torfaen;Primary;Community;NP44 5YY;190;POINT (327168 195103)
6782298;Cwmffrwdoer Primary;678;Torfaen;Primary;Community;NP4 6QZ;220;POINT (326444 201891)
6782308;George Street Primary School;678;Torfaen;Primary;Community;NP4 6BX;409;POINT (327758.57 201289.71)
6782312;Ysgol Gymraeg Cwmbran Primary;678;Torfaen;Primary;Community;NP44 4HB;288;POINT (328535.41 194590.47)
6782315;Garnteg Primary;678;Torfaen;Primary;Community;NP4 7SJ;384;POINT (326596 204677)
6782318;YSGOL BRYN ONNEN;678;Torfaen;Primary;Community;NP4 7RT;174;POINT (326624 205776)
6782319;Woodlands Community Primary School;678;Torfaen;Primary;Community;NP44 5UA;326;POINT (327645 196457)
6782320;New Inn Primary School;678;Torfaen;Primary;Community;NP4 0NG;566;POINT (330684.27 199791.59)
6782321;Griffithstown Primary School;678;Torfaen;Primary;Community;NP4 5DN;378;POINT (329234 198737)
6782322;Penygarn Community Primary School;678;Torfaen;Primary;Community;NP4 8JR;368;POINT (328632 201756)
6782323;Blenheim Road Community Primary School;678;Torfaen;Primary;Community;NP44 4SZ;273;POINT (328080.01 194806.51)
6782324;Coed Eva Primary School;678;Torfaen;Primary;Community;NP44 4TG;458;POINT (327665.2 194038.5)
6782325;Croesyceiliog Primary School;678;Torfaen;Primary;Community;NP44 2LL;381;POINT (330365.36 196458.38)
6782326;Nant Celyn Primary School;678;Torfaen;Primary;Community;NP44 7DJ;442;POINT (328206.09 194240.46)
6782327;Ysgol Panteg;678;Torfaen;Primary;Community;NP4 5HP;409;POINT (329622.53 198383.14)
6783028;Blaenavon Heritage VC Primary School;678;Torfaen;Primary;Voluntary controlled;NP4 9AW;472;POINT (325760.12 208887.78)
6783321;Cwmbran R.C. Jnr. & Infts.;678;Torfaen;Primary;Voluntary aided;NP44 3JR;209;POINT (329336 194941)
6783324;St. Davids Cwmbran R.C. School;678;Torfaen;Primary;Voluntary aided;NP44 1UF;232;POINT (329552 196507)
6783330;Henllys Church in Wales;678;Torfaen;Primary;Voluntary aided;NP44 6JA;169;POINT (326873 194232)
6783331;Padre Pio RC Primary School;678;Torfaen;Primary;Voluntary aided;NP4 6HL;183;POINT (327624.07 201064.3)
6783332;PONTHIR CHURCH IN WALES SCHOOL;678;Torfaen;Primary;Voluntary aided;NP18 1GA;101;POINT (332388 193008)
6784051;Croesyceiliog School;678;Torfaen;Secondary;Community;NP44 2YB;1185;POINT (330488.99 195657.99)
6784070;Abersychan Comprehensive;678;Torfaen;Secondary;Community;NP4 7DF;739;POINT (326839.99 203771.99)
6784072;West Monmouth School;678;Torfaen;Secondary;Community;NP4 5YG;1149;POINT (328378 200262)
6784076;Cwmbran High School;678;Torfaen;Secondary;Community;NP44 4YZ;1145;POINT (327352 194850)
6784603;St. Albans R.C. High School;678;Torfaen;Secondary;Voluntary aided;NP4 6XG;824;POINT (328305 200965)
6785500;Ysgol Gymraeg Gwynllyw;678;Torfaen;Middle;Community;NP4 8JD;808;POINT (328465 202320)
6792057;Gilwern Primary School;679;Monmouthshire;Primary;Community;NP7 0AY;213;POINT (324907 215135)
6792134;Goytre Fawr Primary;679;Monmouthshire;Primary;Community;NP4 0AH;182;POINT (332243 204493)
6792163;Undy Primary School;679;Monmouthshire;Primary;Community;NP26 3LZ;417;POINT (343141 187147)
6792164;ROGIET COUNTY PRIMARY;679;Monmouthshire;Primary;Community;NP26 3SD;198;POINT (346008.99 187800.52)
6792228;Pembroke Primary;679;Monmouthshire;Primary;Community;NP16 5JP;262;POINT (353206.5 192718.7)
6792243;LLANVIHANGEL CRUCORNEY COUNTY PRIMARY SCHOOL;679;Monmouthshire;Primary;Community;NP7 8DL;67;POINT (333321 221286)
6792246;Thornwell Primary School;679;Monmouthshire;Primary;Community;NP16 5NT;254;POINT (353759.68 192016.88)
6792261;Durand Primary School;679;Monmouthshire;Primary;Community;NP26 5DF;229;POINT (348052.39 187782)
6792263;Llandogo Primary;679;Monmouthshire;Primary;Community;NP25 4TJ;64;POINT (352678 204286)
6792299;Shirenewton Primary School;679;Monmouthshire;Primary;Community;NP16 6RN;197;POINT (347973 194042.64)
6792301;Trellech Junior & Infants;679;Monmouthshire;Primary;Community;NP25 4PA;169;POINT (350085.8 205676.11)
6792303;The Dell Primary;679;Monmouthshire;Primary;Community;NP16 5UQ;398;POINT (353095 194053)
6792304;Overmonnow Primary School;679;Monmouthshire;Primary;Community;NP25 5BA;337;POINT (349990 212661)
6792305;Cross Ash County Primary School;679;Monmouthshire;Primary;Community;NP7 8PL;166;POINT (340551.67 219957.85)
6792317;Ysgol Gymraeg Y Fenni;679;Monmouthshire;Primary;Community;NP7 6HF;271;POINT (330575.56 215612.65)
6792318;YSGOL GYMRAEG Y FFIN;679;Monmouthshire;Primary;Voluntary controlled;NP26 4NQ;157;POINT (347605.94 188824.97)
6792319;Cantref Primary;679;Monmouthshire;Primary;Community;NP7 7DG;235;POINT (329347.5 214811.8)
6792321;KYMIN VIEW PRIMARY SCHOOL;679;Monmouthshire;Primary;Community;NP25 3JR;145;POINT (351843.85 212161.58)
6792322;Castle Park Primary School;679;Monmouthshire;Primary;Community;NP26 4HN;186;POINT (348200.14 188555.06)
6792323;Llanfoist Fawr Primary;679;Monmouthshire;Primary;Community;NP7 9FD;209;POINT (329194.52 213006.02)
6792324;Dewstow;679;Monmouthshire;Primary;Community;NP26 4EE;204;POINT (347513.85 188453.93)
6793004;Llantilio Pertholey CV Primary;679;Monmouthshire;Primary;Voluntary controlled;NP7 6LZ;203;POINT (330547 216198)
6793022;Usk Primary School;679;Monmouthshire;Primary;Voluntary controlled;NP15 1SE;261;POINT (338060.65 201113.05)
6793031;Raglan Primary;679;Monmouthshire;Primary;Voluntary controlled;NP15 2EN;165;POINT (341513.51 207587.41)
6793032;Osbaston Church in Wales School;679;Monmouthshire;Primary;Voluntary controlled;NP25 3AX;197;POINT (350628.1 213668.2)
6793310;Magor V A Primary School;679;Monmouthshire;Primary;Voluntary aided;NP26 3EG;290;POINT (342667.75 187118.96)
6793317;Our Lady & St Michael's RC;679;Monmouthshire;Primary;Voluntary aided;NP7 5UD;203;POINT (329666 214705)
6793326;ST MARY'S R.C.P.SCHOOL;679;Monmouthshire;Primary;Voluntary aided;NP16 5JE;117;POINT (353119 193184)
6793327;ARCHBISHOP ROWAN WILLIAMS VA;679;Monmouthshire;Primary;Voluntary aided;NP26 5UL;210;POINT (349835.42 188360.08)
6794060;Monmouth Comprehensive School;679;Monmouthshire;Secondary;Community;NP25 3YT;1696;POINT (351196.01 213164.41)
6794065;Chepstow Comprehensive School;679;Monmouthshire;Secondary;Voluntary aided;NP16 5LR;860;POINT (352775.74 194477.95)
6794066;Caldicot School;679;Monmouthshire;Secondary;Community;NP26 5XA;1247;POINT (348059.4 188119.5)
6802003;Clytha Primary School;680;Newport;Primary;Community;NP20 4JT;238;POINT (330026 187820)
6802004;Crindau Primary School;680;Newport;Primary;Community;NP20 5ND;367;POINT (331086 189400)
6802009;Eveswell Primary School;680;Newport;Primary;Community;NP19 8GX;486;POINT (332666 188310)
6802017;Maesglas Primary & Nursery;680;Newport;Primary;Community;NP20 3DG;294;POINT (330045 185822)
6802019;Maindee Primary;680;Newport;Primary;Community;NP19 0AP;542;POINT (331743 188061)
6802022;Malpas Court Primary;680;Newport;Primary;Community;NP20 6NS;232;POINT (330028 191465)
6802027;St. Woolos Primary;680;Newport;Primary;Community;NP20 4DW;349;POINT (330996 187808)
6802030;Somerton Primary;680;Newport;Primary;Community;NP19 9AB;182;POINT (333620 188025)
6802039;Glasllwch Primary School;680;Newport;Primary;Community;NP20 3RH;229;POINT (328865 187540)
6802043;Malpas Park Jnr & Infts.;680;Newport;Primary;Community;NP20 6LE;239;POINT (330412.14 191397.18)
6802209;Langstone Primary School;680;Newport;Primary;Community;NP18 2JU;346;POINT (338252 190796)
6802224;Llanmartin Junior & Infants;680;Newport;Primary;Community;NP18 2HB;121;POINT (338138 188738)
6802236;Marshfield Primary School;680;Newport;Primary;Community;CF3 2UW;444;POINT (325450 182916)
6802258;Mount Pleasant Primary;680;Newport;Primary;Community;NP10 0AB;265;POINT (327497 188909)
6802276;Rogerstone Primary;680;Newport;Primary;Community;NP10 9YX;477;POINT (327369 188040)
6802295;HIGH CROSS PRIMARY SCHOOL;680;Newport;Primary;Community;NP10 9AB;257;POINT (328146 188038)
6802300;Pentrepoeth Primary;680;Newport;Primary;Community;NP10 8JN;456;POINT (326629 187055)
6802302;Pillgwenlly Primary School;680;Newport;Primary;Community;NP20 2FT;656;POINT (331310.48 186994.66)
6802314;Ysgol Gymraeg Casnewydd;680;Newport;Primary;Community;NP18 2LN;355;POINT (335337 187773)
6802315;Alway Primary School;680;Newport;Primary;Community;NP19 9QP;395;POINT (334105 187886)
6802316;RINGLAND PRIMARY;680;Newport;Primary;Community;NP19 9LU;211;POINT (335103 188197)
6802317;Millbrook Primary;680;Newport;Primary;Community;NP20 7DQ;265;POINT (329574 190843)
6802318;Monnow Primary;680;Newport;Primary;Community;NP20 7SQ;387;POINT (328581 190531)
6802319;Glan Usk Primary;680;Newport;Primary;Community;NP19 7HF;678;POINT (331723.37 189586.62)
6802320;Ysgol Gymraeg Ifor Hael;680;Newport;Primary;Community;NP20 7DU;193;POINT (329681 190798)
6802321;Lliswerry Primary School;680;Newport;Primary;Community;NP19 4NG;621;POINT (333719 187133)
6802322;St. Julians Primary School;680;Newport;Primary;Community;NP19 7UB;700;POINT (333279 189434)
6802323;Ysgol Gymraeg Bro Teyrnon;680;Newport;Primary;Community;NP20 5QS;212;POINT (330816 190265)
6802324;Caerleon Lodge Hill Primary;680;Newport;Primary;Community;NP18 3BY;317;POINT (332983.39 191300.3)
6802325;St Andrews Primary School;680;Newport;Primary;Community;NP19 0GR;737;POINT (332808.86 187340.96)
6802326;Gaer Primary School;680;Newport;Primary;Community;NP20 3GY;477;POINT (329651.3 186907.72)
6802327;Tredegar Park Primary;680;Newport;Primary;Community;NP10 8WP;455;POINT (329532.1 185355.61)
6802328;Jubilee Park Primary School;680;Newport;Primary;Community;NP10 9NL;364;POINT (326845.15 187685.11)
6802329;Milton Primary School;680;Newport;Primary;Community;NP19 9HB;469;POINT (335725.79 188983.71)
6802330;Glan Llyn Primary School;680;Newport;Primary;Community;NP19 4EB;459;POINT (335240.59 186943.13)
6802331;Ysgol Gymraeg Nant Gwenlli;680;Newport;Primary;Community;NP18 3DY;40;POINT (333090.52 191327.27)
6803002;Malpas Church in Wales Primary School;680;Newport;Primary;Voluntary controlled;NP20 6WJ;282;POINT (330714.25 190585.91)
6803300;St. Davids Primary;680;Newport;Primary;Voluntary aided;NP20 3AQ;215;POINT (329441 186118)
6803301;St Josephs R.C. Jnr. & Infts;680;Newport;Primary;Voluntary aided;NP19 8FW;206;POINT (332275 188624)
6803302;St Marys Primary School;680;Newport;Primary;Voluntary aided;NP20 5HJ;413;POINT (330738.56 188599.54)
6803304;St Michael's RC Primary School;680;Newport;Primary;Voluntary aided;NP20 2LW;250;POINT (331258 186588)
6803305;St Patricks R.C. Primary;680;Newport;Primary;Voluntary aided;NP19 0HR;240;POINT (333123 187705)
6803306;St. Gabriel's R.C.;680;Newport;Primary;Voluntary aided;NP19 9PQ;211;POINT (335075 188549)
6803313;Charles Williams Church In Wales Primary School;680;Newport;Primary;Voluntary aided;NP18 1AZ;515;POINT (333812.73 190607.56)
6804003;St Julian's School;680;Newport;Secondary;Community;NP19 7XU;1426;POINT (332466.41 189530.27)
6804020;The John Frost School;680;Newport;Secondary;Community;NP10 8YD;1405;POINT (329909 184865)
6804021;Llanwern High School;680;Newport;Secondary;Community;NP18 2YE;1101;POINT (335530.48 187882.27)
6804025;Newport High School;680;Newport;Secondary;Community;NP20 7YB;1097;POINT (329816 190271)
6804026;Lliswerry High School;680;Newport;Secondary;Community;NP19 4RP;1079;POINT (334053 186284)
6804030;Bassaleg School;680;Newport;Secondary;Community;NP10 8NF;1871;POINT (327599.28 186820.78)
6804059;Caerleon Comprehensive School;680;Newport;Secondary;Community;NP18 1NF;1471;POINT (333526 190584)
6804060;Ysgol Gyfun Gwent Is Coed;680;Newport;Secondary;Community;NP10 8BX;537;POINT (329787.87 184956.64)
6804602;St Joseph's RC High School;680;Newport;Secondary;Voluntary aided;NP10 8XH;1457;POINT (329115 184744)
6812001;MILLBANK PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF5 5AL;251;POINT (314613 176717)
6812003;ADAMSDOWN PRIMARY;681;Cardiff;Primary;Community;CF24 0JF;373;POINT (319567 176736)
6812005;ALBANY PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF24 3RR;411;POINT (319006 177801)
6812009;BADEN POWELL PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF24 2SJ;292;POINT (320812 176839)
6812011;BIRCHGROVE PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF14 1RR;369;POINT (316757 179783)
6812015;TRELAI PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF5 5DY;329;POINT (314425 176038)
6812017;FAIRWATER PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF5 3ED;159;POINT (313605 177378)
6812019;GABALFA PRIMARY;681;Cardiff;Primary;Community;CF14 2QQ;237;POINT (315675.39 178642.07)
6812031;Kitchener Primary School;681;Cardiff;Primary;Community;CF11 6HT;449;POINT (316751 176207)
6812033;LANSDOWNE PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF5 1JY;315;POINT (315780 176551)
6812037;MOORLAND PRIMARY;681;Cardiff;Primary;Community;CF24 2LJ;400;POINT (320452.85 176289.87)
6812039;Radnor Primary School;681;Cardiff;Primary;Community;CF5 1RB;226;POINT (316213 176851)
6812041;RHYDYPENAU PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF14 0NX;488;POINT (318461 181040)
6812043;ROATH PARK PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF24 4BB;451;POINT (318872 178284)
6812045;GREENWAY PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF3 3JG;245;POINT (322200 179529)
6812050;STACEY PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF24 1DW;204;POINT (319954 177470)
6812052;TON-YR-YWEN PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF14 4HG;454;POINT (317454 180814)
6812061;PETER LEA PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF5 3NP;303;POINT (313837 178295)
6812065;BRYN HAFOD PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF3 4HF;367;POINT (321726 180420)
6812069;Pen-Y-Bryn Primary School;681;Cardiff;Primary;Community;CF3 5TP;246;POINT (322657 181098)
6812072;COED GLAS C P SCHOOL;681;Cardiff;Primary;Community;CF14 5DW;474;POINT (317863 181650)
6812074;LAKESIDE PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF23 6HB;473;POINT (319011 179939)
6812075;PENTREBANE PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF5 3SG;199;POINT (313073 177985)
6812084;MOUNT STUART PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF10 5BS;439;POINT (318844 174483)
6812090;LLANISHEN FACH PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF14 6SS;527;POINT (316230 182066)
6812092;RHIWBEINA PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF14 6HL;687;POINT (315744 181342)
6812094;LLANEDEYRN PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF23 9JN;229;POINT (320212 179451)
6812096;SPRINGWOOD PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF23 9LS;300;POINT (319764 180178)
6812101;NINIAN PARK PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF11 8TF;566;POINT (317094 175186)
6812104;CORYTON PRIMARY;681;Cardiff;Primary;Community;CF14 7DS;172;POINT (314296 181104)
6812107;BRYN CELYN PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF23 7EH;188;POINT (320888.51 181259.37)
6812111;Y G G Gwaelod y Garth;681;Cardiff;Primary;Community;CF15 9HJ;237;POINT (311762 183536)
6812132;RADYR PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF15 8DF;449;POINT (312820 180756)
6812137;Tongwynlais Primary School;681;Cardiff;Primary;Community;CF15 7LF;189;POINT (313443 182023)
6812147;LLYSFAEN PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF14 0TB;467;POINT (318664 183241)
6812153;BRYN DERI PRIMARY;681;Cardiff;Primary;Community;CF15 8RD;226;POINT (312540 181104)
6812164;OAKFIELD PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF3 0AA;458;POINT (323233 181176)
6812166;YSGOL GYMRAEG MELIN GRUFFYDD;681;Cardiff;Primary;Community;CF14 1AP;456;POINT (315637 180159)
6812169;Ysgol Y Wern;681;Cardiff;Primary;Community;CF14 5BL;673;POINT (316977.17 182142.53)
6812170;YSGOL GYMRAEG COED Y GOF;681;Cardiff;Primary;Community;CF5 3SG;188;POINT (313009 177995)
6812171;YSGOL BRO EIRWG;681;Cardiff;Primary;Community;CF3 4AB;367;POINT (321218 179834)
6812173;YSGOL TREGANNA;681;Cardiff;Primary;Community;CF11 8DG;659;POINT (315600.72 176308.73)
6812174;WILLOWBROOK PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF3 0ST;422;POINT (324469 180915)
6812175;PENTYRCH PRIMARY;681;Cardiff;Primary;Community;CF15 9QL;177;POINT (309866 181880)
6812176;THORNHILL PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF14 9LA;434;POINT (317458 183172)
6812177;YSGOL PENCAE;681;Cardiff;Primary;Community;CF5 2QA;207;POINT (314832 178547)
6812179;Meadowlane Primary School;681;Cardiff;Primary;Community;CF3 0JZ;319;POINT (323885 180446)
6812180;YSGOL MYNYDD BYCHAN;681;Cardiff;Primary;Community;CF14 3QE;258;POINT (317573.98 178713.03)
6812305;CREIGIAU PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF15 9NN;364;POINT (307868 181516)
6812306;YSGOL GYMRAEG PWLL COCH;681;Cardiff;Primary;Community;CF11 8BR;315;POINT (315988.7 175819.4)
6812308;Ysgol Y Berllan Deg;681;Cardiff;Primary;Community;CF23 9LD;396;POINT (320385 179511)
6812310;GLAN YR AFON PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF3 5NJ;133;POINT (321689 181466)
6812311;Grangetown Primary School;681;Cardiff;Primary;Community;CF11 7XS;375;POINT (317902 174763)
6812312;Herbert Thompson Primary;681;Cardiff;Primary;Community;CF5 4XD;463;POINT (313898 176894)
6812313;Ysgol Glan Morfa;681;Cardiff;Primary;Community;CF24 2LZ;255;POINT (319891.56 176075.03)
6812314;Ysgol Pen Y Pil;681;Cardiff;Primary;Community;CF3 1RQ;175;POINT (323147 180367)
6812315;Ysgol Gymraeg Nant Caerau;681;Cardiff;Primary;Community;CF5 5QZ;231;POINT (313052 175477)
6812317;Rumney Primary;681;Cardiff;Primary;Community;CF3 3HD;457;POINT (321796.82 179209)
6812318;Windsor Clive Primary;681;Cardiff;Primary;Community;CF5 4HX;469;POINT (313073.99 176256.06)
6812319;Severn Primary;681;Cardiff;Primary;Community;CF11 9DZ;439;POINT (316778.72 176596.87)
6812320;Hawthorn Primary;681;Cardiff;Primary;Community;CF14 2FL;209;POINT (314950.38 179313.36)
6812321;Danescourt Primary;681;Cardiff;Primary;Community;CF5 2SN;433;POINT (314111 178981)
6812322;Hywel Dda Primary School;681;Cardiff;Primary;Community;CF5 4PD;417;POINT (312588 175590)
6812323;Ysgol Gynradd Gymraeg Pen-Y-Groes;681;Cardiff;Primary;Community;CF23 7EH;104;POINT (320907 181244)
6812324;Trowbridge Primary;681;Cardiff;Primary;Community;CF3 1SX;188;POINT (323150 180066)
6812325;Ysgol Glan Ceubal;681;Cardiff;Primary;Community;CF14 2QQ;207;POINT (315656.2 178649.65)
6812326;Marlborough Primary;681;Cardiff;Primary;Community;CF23 5BS;492;POINT (319533 177988)
6812327;Pencaerau Primary;681;Cardiff;Primary;Community;CF5 5QN;232;POINT (312804 175535)
6812328;Glyncoed Primary;681;Cardiff;Primary;Community;CF23 7DW;285;POINT (320067 181265)
6812329;Whitchurch Primary;681;Cardiff;Primary;Community;CF14 1NL;677;POINT (315359 179659)
6812330;Pontprennau;681;Cardiff;Primary;Community;CF23 8LL;483;POINT (320942 182596)
6812331;Howardian Primary School;681;Cardiff;Primary;Community;CF23 9NB;452;POINT (320273.91 178504.85)
6812332;Ysgol Gynradd Gymraeg Hamadryad;681;Cardiff;Primary;Community;CF10 5UY;364;POINT (317166.95 175172.56)
6813000;ST. MELLONS CHURCH IN WALES PRIMARY;681;Cardiff;Primary;Voluntary controlled;CF3 5TP;229;POINT (322630 181030)
6813321;ST ALBAN'S RC PRIMARY SCHOOL;681;Cardiff;Primary;Voluntary aided;CF24 2TG;169;POINT (320991 177068)
6813323;ST CUTHBERT'S RC PRIMARY;681;Cardiff;Primary;Voluntary aided;CF10 4AB;122;POINT (319024 175475)
6813328;St. Joseph's RC School;681;Cardiff;Primary;Voluntary aided;CF14 3BL;224;POINT (317142 178782)
6813330;ST. MARY'S R.C. PRIMARY SCHOOL;681;Cardiff;Primary;Voluntary aided;CF11 9EF;206;POINT (316855 176745)
6813332;ST PATRICK'S R C SCHOOL;681;Cardiff;Primary;Voluntary aided;CF11 6NA;302;POINT (317521 175235)
6813334;ST. PETER'S PRIMARY SCHOOL;681;Cardiff;Primary;Voluntary aided;CF24 3SP;441;POINT (319448 177108)
6813336;St Cadoc's Catholic Primary;681;Cardiff;Primary;Community;CF3 5NX;332;POINT (321957 181460)
6813341;ST MONICAS C/W PRIMARY SCHOOL;681;Cardiff;Primary;Voluntary aided;CF14 3BR;151;POINT (318008 178214)
6813343;ST.PAUL'S C/W PRIMARY SCHOOL;681;Cardiff;Primary;Voluntary aided;CF11 7EU;225;POINT (317747 174636)
6813344;TREDEGARVILLE C/W PRIMARY;681;Cardiff;Primary;Voluntary aided;CF24 0JT;237;POINT (319207 176787)
6813346;LLANDAFF CITY PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF5 2HT;402;POINT (315287 177845)
